subject,predicate,object
CHEBI:27300,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001220
CHEBI:27300,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005044
CHEBI:27300,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006964
CHEBI:27300,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005401
CHEBI:27300,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005359
CHEBI:27300,biolink:treats_or_applied_or_studied_to_treat,MONDO:0007187
CHEBI:27300,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002492
CHEBI:27300,biolink:subclass_of,CHEBI:36853
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004975
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005129
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005359
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0020696
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005098
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001078
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002545
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002692
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005917
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003620
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001529
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005885
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005070
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0019052
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0009853
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004743
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006781
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021104
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004790
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002245
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008228
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002281
CHEBI:17439,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002280
CHEBI:17439,biolink:subclass_of,CHEBI:23333
CHEBI:17439,biolink:subclass_of,CHEBI:140785
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004975
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005559
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0007739
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005298
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003004
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005148
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021178
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005087
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005203
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002771
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008315
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008159
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005155
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0018874
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005044
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005401
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005359
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002492
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005098
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005070
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021104
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004790
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002280
CHEBI:27881,biolink:related_to,CHEBI:176497
CHEBI:27881,biolink:subclass_of,CHEBI:36027
CHEBI:27881,biolink:subclass_of,CHEBI:33572
CHEBI:27881,biolink:subclass_of,CHEBI:26195
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0010196
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0043280
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0100280
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006812
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005385
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002715
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002654
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0043839
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008599
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004631
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002329
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002601
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002494
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005099
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021085
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002332
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0011781
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002531
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005961
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0017844
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001386
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005392
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005100
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0044344
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005283
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008375
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001577
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0024327
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006932
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005002
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003634
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0010811
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0010911
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0020732
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005081
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021074
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008487
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004522
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021095
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006966
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004982
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021040
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002356
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008170
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005558
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005416
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005178
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005530
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001913
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0013209
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005527
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005072
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0018075
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0015459
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004496
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005068
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0010679
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001516
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004323
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0009693
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005395
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004069
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0011565
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005066
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005105
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0025483
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0016537
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0018908
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004095
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005833
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005275
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0043693
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005154
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005525
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0012883
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0007896
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005402
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001176
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005240
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005348
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005264
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005053
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005020
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0011385
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005812
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005372
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021124
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006857
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002144
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005347
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004425
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0024633
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006796
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005149
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005271
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005043
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021187
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002177
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002909
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006789
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005109
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004609
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005231
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002251
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006727
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005252
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005267
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005453
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0013098
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005365
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001076
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005376
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005342
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021042
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0018177
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0100339
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0700226
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0024934
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005030
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0019391
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005362
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005111
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005747
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005313
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006746
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005133
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005134
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005266
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006626
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005016
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0000960
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005147
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005015
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002050
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005010
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005335
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021400
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005101
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005292
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0810000
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001751
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002679
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005569
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004995
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005045
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005021
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004994
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005096
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005086
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005233
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0019210
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0007256
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006739
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004993
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021100
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005299
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0043510
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005394
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006684
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0000837
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003225
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0019402
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0007179
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005311
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004979
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008383
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005350
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005618
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0100053
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004976
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0019303
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002816
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004972
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004970
CHEBI:27881,biolink:treats_or_applied_or_studied_to_treat,MONDO:0015796
CHEBI:8028,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004975
CHEBI:8028,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002025
CHEBI:8028,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005395
CHEBI:8028,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002050
CHEBI:8028,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001484
CHEBI:8028,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006791
CHEBI:8028,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002009
CHEBI:8028,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004985
CHEBI:8028,biolink:related_to,CHEBI:37931
CHEBI:8028,biolink:related_to,CHEBI:50919
CHEBI:8028,biolink:related_to,CHEBI:37930
CHEBI:8028,biolink:subclass_of,CHEBI:46851
CHEBI:8028,biolink:subclass_of,CHEBI:46845
CHEBI:8028,biolink:subclass_of,CHEBI:38093
CHEBI:8028,biolink:subclass_of,CHEBI:36683
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004975
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005559
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005044
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005359
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001386
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006966
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004496
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005395
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002050
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005101
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005292
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021100
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0043510
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005618
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002009
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0007661
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008575
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0100460
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0000831
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005567
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006730
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005071
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006732
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0045057
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005721
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0024422
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005302
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003969
CHEBI:17688,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005640
CHEBI:17688,biolink:related_to,CHEBI:59806
CHEBI:17688,biolink:related_to,CHEBI:39162
CHEBI:17688,biolink:related_to,CHEBI:59163
CHEBI:17688,biolink:related_to,CHEBI:49110
CHEBI:17688,biolink:related_to,CHEBI:35474
CHEBI:17688,biolink:related_to,CHEBI:35471
CHEBI:17688,biolink:related_to,CHEBI:22917
CHEBI:17688,biolink:subclass_of,CHEBI:138000
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004975
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005129
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021178
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005044
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005098
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005070
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004790
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003634
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0013209
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005068
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0011565
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005264
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006857
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005347
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021187
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0000960
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005015
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005010
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004995
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021100
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0043510
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0007179
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005311
CHEBI:15940,biolink:related_to,CHEBI:32544
CHEBI:15940,biolink:related_to,CHEBI:50247
CHEBI:15940,biolink:related_to,CHEBI:35679
CHEBI:15940,biolink:related_to,CHEBI:35620
CHEBI:15940,biolink:subclass_of,CHEBI:26420
CHEBI:15940,biolink:subclass_of,CHEBI:26416
CHEBI:15940,biolink:subclass_of,CHEBI:176839
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005249
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0019975
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005277
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006573
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005059
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005300
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001822
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004946
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0017773
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0007762
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0037748
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001807
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0100313
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006715
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0016064
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004747
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0024913
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005269
CHEBI:15940,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002277
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004975
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005559
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0007739
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005180
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005203
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005098
CHEBI:50694,biolink:related_to,CHEBI:176497
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005961
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005395
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005240
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005053
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006857
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021042
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005134
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006626
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005292
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002679
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005299
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0043510
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006684
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005311
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008383
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004976
